Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,year
209,Russell Westbrook,2012-13,24,OKC,NBA,11.6,82,82,34.9,8.2,18.7,7.0,15.1,1.2,3.7,5.6,7.0,1.4,3.9,5.2,7.4,1.8,0.3,3.3,2.3,23.2,.438,.466,.323,.470,.800,.532,2013
212,Marc Gasol,2012-13,28,MEM,NBA,11.5,80,80,35.0,5.4,10.9,5.4,10.7,0.0,0.2,3.4,4.0,2.3,5.5,7.8,4.0,1.0,1.7,2.0,3.2,14.1,.494,.501,.071,.494,.848,.559,2013
244,Kobe Bryant,2012-13,34,LAL,NBA,10.9,78,78,38.6,9.5,20.4,7.8,15.2,1.7,5.2,6.7,8.0,0.8,4.7,5.6,6.0,1.4,0.3,3.7,2.2,27.3,.463,.510,.324,.504,.839,.570,2013
269,Blake Griffin,2012-13,23,LAC,NBA,10.6,80,80,32.5,7.2,13.4,7.2,13.1,0.1,0.4,3.5,5.3,2.3,6.0,8.3,3.7,1.2,0.6,2.3,2.9,18.0,.538,.548,.179,.541,.660,.572,2013
334,Dwyane Wade,2012-13,31,MIA,NBA,9.6,69,69,34.7,8.2,15.8,8.0,14.9,0.2,1.0,4.5,6.2,1.2,3.7,5.0,5.1,1.9,0.8,2.8,2.0,21.2,.521,.537,.258,.528,.725,.571,2013
335,Carmelo Anthony,2012-13,28,NYK,NBA,9.5,67,67,37.0,10.0,22.2,7.6,16.0,2.3,6.2,6.3,7.6,2.0,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,.449,.476,.379,.502,.830,.560,2013
343,Tony Parker,2012-13,30,SAS,NBA,9.3,66,66,32.9,7.9,15.1,7.5,14.0,0.4,1.0,4.2,5.0,0.3,2.7,3.0,7.6,0.8,0.1,2.6,1.4,20.3,.522,.534,.353,.534,.845,.588,2013
356,David Lee,2012-13,29,GSW,NBA,9.1,79,79,36.8,7.6,14.7,7.6,14.6,0.0,0.1,3.2,4.1,2.8,8.5,11.2,3.5,0.8,0.3,2.6,3.1,18.5,.519,.521,.000,.519,.797,.561,2013
361,Paul George,2012-13,22,IND,NBA,9.0,79,79,37.6,6.2,14.9,4.1,8.9,2.2,5.9,2.8,3.5,1.1,6.5,7.6,4.1,1.8,0.6,2.9,2.9,17.4,.419,.457,.362,.491,.807,.531,2013
394,Tim Duncan,2012-13,36,SAS,NBA,8.3,69,69,30.1,7.1,14.1,7.1,14.0,0.0,0.1,3.6,4.3,1.8,8.1,9.9,2.7,0.7,2.7,2.1,1.7,17.8,.502,.504,.286,.503,.817,.554,2013
421,Dwight Howard,2012-13,27,LAL,NBA,7.6,76,76,35.8,6.2,10.7,6.2,10.6,0.0,0.1,4.7,9.5,3.3,9.1,12.4,1.4,1.1,2.4,3.0,3.8,17.1,.578,.581,.167,.579,.492,.573,2013
7,Kevin Durant,2013-14,25,OKC,NBA,19.2,81,81,38.5,10.5,20.8,8.1,14.8,2.4,6.1,8.7,9.9,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32.0,.503,.549,.391,.560,.873,.635,2014
40,LeBron James,2013-14,29,MIA,NBA,15.9,77,77,37.7,10.0,17.6,8.5,13.6,1.5,4.0,5.7,7.6,1.1,5.9,6.9,6.3,1.6,0.3,3.5,1.6,27.1,.567,.622,.379,.610,.750,.649,2014
84,Kevin Love,2013-14,25,MIN,NBA,14.3,77,77,36.3,8.4,18.5,6.0,11.9,2.5,6.6,6.8,8.2,2.9,9.6,12.5,4.4,0.8,0.5,2.5,1.8,26.1,.457,.502,.376,.524,.821,.591,2014
115,Stephen Curry,2013-14,25,GSW,NBA,13.4,78,78,36.5,8.4,17.7,5.0,9.8,3.3,7.9,3.9,4.5,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,24.0,.471,.509,.424,.566,.885,.610,2014
150,James Harden,2013-14,24,HOU,NBA,12.8,73,73,38.0,7.5,16.5,5.1,9.9,2.4,6.6,7.9,9.1,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,25.4,.456,.515,.366,.529,.866,.618,2014
177,Blake Griffin,2013-14,24,LAC,NBA,12.2,80,80,35.8,9.0,17.0,8.8,16.4,0.2,0.6,6.0,8.4,2.4,7.1,9.5,3.9,1.2,0.6,2.8,3.3,24.1,.528,.537,.273,.533,.715,.583,2014
181,Chris Paul,2013-14,28,LAC,NBA,12.2,62,62,35.0,6.5,14.0,5.3,10.6,1.3,3.4,4.8,5.6,0.6,3.7,4.3,10.7,2.5,0.1,2.3,2.5,19.1,.467,.498,.368,.511,.855,.580,2014
229,Joakim Noah,2013-14,28,CHI,NBA,11.2,80,80,35.3,4.8,10.0,4.8,10.0,0.0,0.0,3.1,4.2,3.5,7.7,11.3,5.4,1.2,1.5,2.4,3.1,12.6,.475,.476,.000,.475,.737,.531,2014
252,Paul George,2013-14,23,IND,NBA,10.8,80,80,36.2,7.2,17.0,4.9,10.8,2.3,6.3,5.0,5.8,0.8,6.0,6.8,3.5,1.9,0.3,2.8,2.5,21.7,.424,.458,.364,.490,.864,.555,2014
291,Goran Dragić,2013-14,27,PHO,NBA,10.3,76,75,35.1,7.3,14.4,5.7,10.4,1.6,3.9,4.2,5.5,0.9,2.3,3.2,5.9,1.4,0.3,2.8,2.7,20.3,.505,.542,.408,.561,.760,.604,2014
330,Damian Lillard,2013-14,23,POR,NBA,9.6,82,82,35.8,6.7,15.9,4.1,9.1,2.7,6.8,4.5,5.2,0.4,3.1,3.5,5.6,0.8,0.3,2.4,2.4,20.7,.424,.447,.394,.508,.871,.568,2014
405,Dwight Howard,2013-14,28,HOU,NBA,8.0,71,71,33.7,6.7,11.3,6.6,11.2,0.0,0.1,4.9,9.0,3.3,8.9,12.2,1.8,0.8,1.8,3.2,3.4,18.3,.591,.594,.286,.593,.547,.600,2014
416,Al Jefferson,2013-14,29,CHA,NBA,7.8,73,73,35.0,9.6,18.8,9.5,18.6,0.0,0.2,2.6,3.8,2.1,8.7,10.8,2.1,0.9,1.1,1.7,2.4,21.8,.509,.512,.200,.510,.690,.532,2014
423,LaMarcus Aldridge,2013-14,28,POR,NBA,7.5,69,69,36.2,9.4,20.6,9.4,20.4,0.0,0.2,4.3,5.2,2.4,8.7,11.1,2.6,0.9,1.0,1.8,2.1,23.2,.458,.461,.200,.459,.822,.507,2014
453,Tony Parker,2013-14,31,SAS,NBA,5.9,68,68,29.4,6.7,13.4,6.3,12.5,0.4,1.0,2.9,3.6,0.3,2.0,2.3,5.7,0.5,0.1,2.2,1.3,16.7,.499,.509,.373,.513,.811,.555,2014
29,James Harden,2014-15,25,HOU,NBA,16.4,81,81,36.8,8.0,18.1,5.4,11.3,2.6,6.9,8.8,10.2,0.9,4.7,5.7,7.0,1.9,0.7,4.0,2.6,27.4,.440,.480,.375,.511,.868,.605,2015
39,Chris Paul,2014-15,29,LAC,NBA,16.1,82,82,34.8,6.9,14.3,5.2,10.0,1.7,4.3,3.5,3.9,0.6,4.0,4.6,10.2,1.9,0.2,2.3,2.5,19.1,.485,.523,.398,.545,.900,.596,2015
44,Stephen Curry,2014-15,26,GSW,NBA,15.7,80,80,32.7,8.2,16.8,4.6,8.7,3.6,8.1,3.9,4.2,0.7,3.6,4.3,7.7,2.0,0.2,3.1,2.0,23.8,.487,.528,.443,.594,.914,.638,2015
86,Anthony Davis,2014-15,21,NOP,NBA,14.0,68,68,36.1,9.4,17.6,9.4,17.5,0.0,0.2,5.5,6.8,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.4,.535,.540,.083,.536,.805,.591,2015
151,DeAndre Jordan,2014-15,26,LAC,NBA,12.8,82,82,34.4,4.6,6.5,4.6,6.5,0.0,0.0,2.3,5.7,4.8,10.1,15.0,0.7,1.0,2.2,1.3,3.0,11.5,.710,.713,.250,.711,.397,.638,2015
